Serial_Id,name,price,year,Odometer_Reading,fuel,transmission,Mileage,Engine_No,Horse_Power,Seats
11407,Mahindra Verito 1.5 D4 BSIV,2.5,2011,"97,000.00",Diesel,Manual,21,1461,64.1,5
11408,Honda City i DTEC E,5.25,2014,"25,000.00",Diesel,Manual,26,1498,98.6,5
11409,Maruti Wagon R LXI,3,2013,"61,996.00",Petrol,Manual,20.51,998,67.04,5
11410,Maruti Wagon R VXI,3.5,2016,"32,000.00",Petrol,Manual,18.9,998,67.1,5
11411,Tata Sumo GX,5.7,2012,"50,000.00",Diesel,Manual,15.3,2956,83.8,7
11412,Ford Figo Aspire Facelift,4.8,2017,"50,000.00",Diesel,Manual,0,1498,99,null
11413,Maruti SX4 S Cross DDiS 200 Alpha,9.75,2017,"9,195.00",Diesel,Manual,23.65,1248,88.5,5
11414,Maruti Wagon R LXI Minor,2,2009,"50,000.00",Petrol,Manual,18.9,1061,67,5
11415,Maruti Alto 800 LX,2.4,2016,"29,000.00",Petrol,Manual,22.74,796,47.3,5
11416,Ford Figo 1.2P Titanium MT,5.8,2017,"44,000.00",Petrol,Manual,18.16,1196,86.8,5
11417,Mahindra Marazzo M4,10.5,2018,"41,000.00",Diesel,Manual,17.3,1497,121,7
11418,Maruti Alto K10 VXI,2.1,2011,"68,203.00",Petrol,Manual,23.95,998,67.05,5
11419,Mahindra Bolero 2011-2019 ZLX BSIII,7,2015,"65,211.00",Diesel,Manual,15.96,2523,62.1,7
11420,BMW 3 Series GT Luxury Line,35.8,2018,"40,000.00",Diesel,Automatic,21.76,1995,188,5
11421,Renault KWID 1.0 RXT Optional,3.5,2017,"9,265.00",Petrol,Manual,23.01,999,67,5
11422,Tata Bolt Quadrajet XT,3.5,2015,"98,264.00",Diesel,Manual,22.95,1248,74,5
11423,Maruti Vitara Brezza ZDi Plus Dual Tone,8.3,2017,"25,000.00",Diesel,Manual,24.3,1248,88.5,5
11424,Volkswagen Vento 1.5 TDI Comfortline,4.7,2014,"70,000.00",Diesel,Manual,20.34,1498,103.2,5
11425,Maruti Baleno Alpha 1.2,4.8,2016,"67,500.00",Petrol,Manual,21.4,1197,83.1,5
11426,Nissan Micra XL,2.7,2014,"35,000.00",Petrol,Manual,18.44,1198,75,5
11427,Volkswagen Polo GT 1.5 TDI,6.15,2015,110000,Diesel,Manual,19.91,1498,103.6,5
11428,Honda Amaze VX i-Vtech,4.5,2016,"18,800.00",Petrol,Manual,18,1198,86.7,5
11429,Volkswagen Vento Petrol Trendline,2.49,2012,"52,120.00",Petrol,Manual,15.04,1598,103.6,5
11430,Maruti Swift VVT VXI,4,2014,"47,500.00",Petrol,Manual,22,1197,81.8,5
11431,Maruti Ertiga BSIV VXI,6.75,2017,"18,000.00",Petrol,Manual,17.5,1373,91.1,7
11432,Hyundai EON Sportz,2.75,2016,"15,000.00",Petrol,Manual,21.1,814,55.2,5
11433,Maruti Alto LXi,1.1,2006,"90,000.00",Petrol,Manual,19.7,796,46.3,5
11434,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,5.1,2014,"72,341.00",Diesel,Manual,22.77,1498,98.59,5
11435,Ford Fiesta 1.4 Duratec EXI,1.5,2006,"30,000.00",Petrol,Manual,16.6,1388,68,5
11436,Chevrolet Beat Diesel LS,1.36,2013,"60,000.00",Diesel,Manual,25.44,936,57.6,5
11437,Hyundai Grand i10 1.2 CRDi Sportz,4.75,2017,"77,795.00",Diesel,Manual,24,1186,73.97,5
11438,Maruti Swift Dzire VDi,4,2012,250000,Diesel,Manual,19.3,1248,73.9,5
11439,Mahindra Verito 1.5 D4 BSIV,2.45,2012,110000,Diesel,Manual,21,1461,64.1,5
11440,Land Rover Freelander 2 TD4 SE,17.75,2011,"90,000.00",Diesel,Automatic,0,2179,115,5
11441,Honda WR-V i-DTEC VX,7.5,2017,"30,000.00",Diesel,Manual,25.5,1498,98.6,5
11442,Chevrolet Tavera Neo 3 Max 9 Str BSIII,7,2016,100000,Diesel,Manual,13.58,2499,72.4,9
11443,Tata Indica eGLS,0.99,2008,"49,568.00",Petrol,Manual,16.84,1193,64.4,5
11444,Hyundai i10 Sportz,2.85,2014,"60,000.00",Petrol,Manual,20.36,1197,78.9,5
11445,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5,2018,"18,200.00",Petrol,Manual,18.9,1197,81.86,5
11446,Toyota Innova 2.0 VX 8 STR BSIV,6.5,2012,120000,Petrol,Manual,12.4,1998,132,8
11447,Honda Mobilio S i VTEC,6,2016,"8,989.00",Petrol,Manual,17.3,1497,117.3,7
11448,Maruti Baleno Alpha,6.35,2018,"31,400.00",Petrol,Manual,21.01,1197,81.8,5
11449,Honda City i VTEC SV,5.75,2015,"34,277.00",Petrol,Manual,17.8,1497,117.3,5
11450,Maruti Swift LDI BSIV,2.19,2010,"42,500.00",Diesel,Manual,25.2,1248,74,5
11451,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,16.9,2012,186900,Diesel,Automatic,11.3,2987,254.8,7
11452,Maruti Alto K10 VXI,2.8,2016,"50,000.00",Petrol,Manual,23.95,998,67.05,5
11453,Chevrolet Tavera B1 10 seats BSIII BG,3.2,2005,150000,Diesel,Manual,14.8,2499,80,10
11454,Maruti Ertiga SHVS LDI,5.5,2016,"90,000.00",Diesel,Manual,24.52,1248,88.5,7
11455,Maruti Baleno Alpha 1.2,6.25,2018,"50,000.00",Petrol,Manual,21.4,1197,83.1,5
11456,Honda BR-V Style Edition V,10,2017,"5,000.00",Petrol,Manual,15.4,1497,117.3,7
11457,Maruti Alto 800 CNG LXI,2.1,2013,"46,783.00",CNG,Manual,30.46,796,47.3,5
11458,Maruti Swift Dzire VXI Optional,5.25,2017,"23,000.00",Petrol,Manual,20.85,1197,83.14,5
11459,Tata Vista Quadrajet VX,1.5,2012,"60,000.00",Diesel,Manual,22.3,1248,74,5
11460,Maruti Estilo LXI,1.7,2009,109623,Petrol,Manual,19.5,1061,null ,null
11461,Toyota Etios Liva 1.2 G,5.35,2015,"28,000.00",Petrol,Manual,17.71,1197,78.9,5
11462,Maruti Alto 800 VXI,2.9,2019,"40,000.00",Petrol,Manual,24.7,796,47.3,5
11463,Maruti Swift Dzire LXi,3,2010,"59,117.00",Petrol,Manual,17.5,1298,85.8,5
11464,Chevrolet Beat LS,1.55,2012,"27,000.00",Petrol,Manual,18.6,1199,79.4,5
11465,Audi A4 2.0 TDI,17.8,2014,"32,000.00",Diesel,Automatic,16.55,1968,147.51,5
11466,Ford Ecosport 1.5 DV5 MT Titanium,4.3,2013,"60,000.00",Diesel,Manual,22.7,1498,89.84,5
11467,Hyundai Verna CRDi 1.6 AT SX Option,15.9,2019,"9,915.00",Diesel,Automatic,22,1582,126.2,5
11468,Tata Zest Revotron 1.2 XT,4.25,2015,"30,253.00",Petrol,Manual,17.57,1193,88.7,5
11469,Hyundai EON 1.0 Era Plus,3.3,2019,"5,000.00",Petrol,Manual,20.3,998,68.05,5
11470,Hyundai Verna 1.6 VTVT EX AT,4.15,2013,"48,265.00",Petrol,Automatic,17.01,1591,121.4,5
11471,Ford Endeavour 2.5L 4X2 MT,5,2012,"80,000.00",Diesel,Manual,13.1,2499,141,7
11472,Hyundai i20 Petrol Magna Era,5.5,2019,"23,700.00",Petrol,Manual,18.6,1197,81.86,5
11473,Hyundai Elantra SX,6.99,2015,"59,000.00",Petrol,Manual,16.3,1797,147.4,5
11474,Chevrolet Tavera Neo 3 Max 10 Seats BSIII,6,2016,140000,Diesel,Manual,13.58,2499,72.4,10
11475,Volkswagen Ameo 1.2 MPI Comfortline,4.6,2017,"28,000.00",Petrol,Manual,17,1198,73.75,5
11476,Maruti Vitara Brezza ZDi Plus Dual Tone,7,2016,"40,000.00",Diesel,Manual,24.3,1248,88.5,5
11477,Ford Fiesta Classic 1.6 Duratec LXI,2.25,2008,"61,900.00",Petrol,Manual,15.3,1596,99.6,5
11478,Datsun GO T Option BSIV,3.2,2016,"15,000.00",Petrol,Manual,20.63,1198,67,5
11479,Maruti Swift Dzire 1.2 Vxi BSIV,3,2011,"70,000.00",Petrol,Manual,17.5,1197,85.8,5
11480,Mahindra Xylo D4,4.75,2014,120000,Diesel,Manual,14.95,2489,93.7,7
11481,Toyota Fortuner 4x2 Manual,16.75,2014,139830,Diesel,Manual,13,2982,168.5,7
11482,Lexus ES 300h Luxury,47,2017,"24,000.00",Petrol,Automatic,22.37,2487,214.56,5
11483,Ford Ecosport 1.5 DV5 MT Trend,4.75,2013,"71,000.00",Diesel,Manual,22.7,1498,89.84,5
11484,Volkswagen Ameo 1.2 MPI Trendline,5.3,2018,"22,500.00",Petrol,Manual,17,1198,73.75,5
11485,Maruti Swift VVT VXI,4.6,2017,"30,000.00",Petrol,Manual,22,1197,81.8,5
11486,Maruti Swift ZDI Plus,7,2020,"15,000.00",Diesel,Manual,28.4,1248,74,5
11487,Hyundai i20 2015-2017 Asta 1.2,7.4,2017,"11,000.00",Petrol,Manual,18.6,1197,81.83,5
11488,Hyundai Santro Xing GL LPG,1.5,2010,"60,200.00",LPG,Manual,17.8,1086,63,5
11489,Hyundai Xcent 1.2 VTVT E,4,2017,"40,000.00",Petrol,Manual,20.14,1197,81.86,5
11490,Maruti Alto 800 LXI,2.1,2014,"80,000.00",Petrol,Manual,22.74,796,47.3,5
11491,Renault Pulse RxL,2.5,2014,"32,052.00",Diesel,Manual,23.08,1461,63.12,5
11492,Maruti Swift Dzire VDI,6.9,2018,"70,000.00",Diesel,Manual,28.4,1248,74.02,5
11493,Tata Tiago 1.2 Revotron XT,4,2018,"30,000.00",Petrol,Manual,23.84,1199,84,5
11494,Honda City V MT,5.25,2013,"8,989.00",Petrol,Manual,16.8,1497,116.3,5
11495,Hyundai EON D Lite Plus,1.95,2012,"29,000.00",Petrol,Manual,21.1,814,55.2,5
11496,Hyundai Grand i10 1.2 CRDi Sportz,5.5,2018,"35,000.00",Diesel,Manual,24,1186,73.97,5
11497,Maruti Swift Dzire Tour 1.2 S STD CNG Opt,5.5,2020,"45,000.00",CNG,Manual,26.55,1197,81.8,5
11498,Volkswagen Polo 1.2 MPI Comfortline,5,2017,"10,000.00",Petrol,Manual,16.2,1199,74,5
11499,Maruti Alto 800 LXI,2.5,2016,"13,000.00",Petrol,Manual,22.74,796,47.3,5
11500,Ford Classic 1.4 Duratorq CLXI,3.9,2011,"61,000.00",Diesel,Manual,19.68,1399,67,5
11501,Hyundai i10 Magna 1.1L,2.39,2012,"26,099.00",Petrol,Manual,19.81,1086,68.05,5
11502,Ford Ecosport 1.5 DV5 MT Titanium Optional,7.5,2016,"55,000.00",Diesel,Manual,22.7,1498,89.84,5
11503,Hyundai i20 1.2 Spotz,4.5,2014,"43,000.00",Petrol,Manual,18.6,1197,81.83,5
11504,Hyundai i20 Asta 1.2,4.75,2015,"87,000.00",Petrol,Manual,18.6,1197,81.83,5
11505,Nissan Terrano XL 110 PS,7,2015,120000,Diesel,Manual,19.01,1461,108.5,5
11506,Honda BRV i-VTEC S MT,7.8,2017,"13,700.00",Petrol,Manual,15.4,1497,117.3,7
11507,Honda City i VTEC V,5.39,2016,"31,975.00",Petrol,Manual,17.8,1497,117.3,5
11508,Renault Lodgy Stepway 110PS RXZ 7S,11.75,2019,"30,000.00",Diesel,Manual,19.98,1461,108.5,7
11509,Ford Fiesta 1.6 ZXi ABS,3,2007,"80,000.00",Petrol,Manual,15.3,1596,101,5
11510,Ford Ecosport 2015-2021 1.5 TDCi Trend Plus BSIV,8.88,2017,"40,000.00",Diesel,Manual,22.77,1498,98.59,5
11511,Mahindra KUV 100 mFALCON D75 K6 5str,4.5,2017,100000,Diesel,Manual,25.32,1198,77,5
11512,Maruti Alto 800 VXI Optional,2.85,2017,"11,000.00",Petrol,Manual,24.7,796,47.3,5
11513,Mahindra Bolero SLE,3.5,2011,160000,Diesel,Manual,13.6,2523,63,7
11514,Tata Indica eLS,1.8,2012,"60,000.00",Diesel,Manual,25,1396,69,5
11515,Ford Fiesta 1.6 ZXi ABS,2.25,2008,"82,000.00",Petrol,Manual,15.3,1596,101,5
11516,Maruti Wagon R LXI BS IV,1.29,2009,"36,259.00",Petrol,Manual,18.9,998,67.1,5
11517,Hyundai i10 Sportz AT,2.25,2011,"30,000.00",Petrol,Automatic,16.95,1197,78.9,5
11518,Hyundai Grand i10 Magna,3.79,2016,"36,000.00",Petrol,Manual,18.9,1197,82,5
11519,Maruti Celerio VXI AMT BSIV,4.78,2017,"4,000.00",Petrol,Automatic,23.1,998,67.04,5
11520,Hyundai Grand i10 CRDi Sportz,3.5,2013,"40,000.00",Diesel,Manual,24,1120,70,5
11521,Hyundai Verna i (Petrol),1.4,2009,"25,000.00",Petrol,Manual,13.9,1599,103.2,5
11522,Maruti Vitara Brezza VDi,8,2019,"25,000.00",Diesel,Manual,24.3,1248,88.5,5
11523,Maruti Swift ZDI,4.25,2014,"67,067.00",Diesel,Manual,28.4,1248,74,5
11524,Renault Captur 1.5 Diesel Platine,12,2018,"40,000.00",Diesel,Manual,20.37,1461,108.45,5
11525,Maruti Swift VDI BSIV,4.5,2016,"90,000.00",Diesel,Manual,25.2,1248,74,5
11526,Tata Safari Storme VX Varicor 400,11,2018,"30,000.00",Diesel,Manual,14.1,2179,153.86,7
11527,Renault Duster 110PS Diesel RxZ,5,2013,"61,000.00",Diesel,Manual,19.01,1461,108.45,5
11528,Maruti Zen Estilo LXI BS IV,1.9,2012,"50,000.00",Petrol,Manual,19,998,67.1,5
11529,Honda Jazz 1.5 V i DTEC,6.35,2017,"78,000.00",Diesel,Manual,27.3,1498,98.6,5
11530,Maruti Wagon R LXI CNG,2.1,2011,"78,000.00",CNG,Manual,26.2,998,58.2,5
11531,Maruti Swift Dzire VDI,7.5,2019,"9,900.00",Diesel,Manual,28.4,1248,74.02,5
11532,Mahindra Verito 1.5 D4 BSIV,3.3,2014,161000,Diesel,Manual,21.03,1461,65,5
11533,Volkswagen Vento Petrol Comfortline,3.35,2013,"55,000.00",Petrol,Manual,15.04,1598,103.6,5
11534,Maruti Wagon R VXI,3.5,2015,"32,000.00",Petrol,Manual,18.9,998,67.1,5
11535,Hyundai Creta 1.6 CRDi SX,11.5,2018,"85,000.00",Diesel,Manual,19.67,1582,126.2,5
11536,Volkswagen Vento 1.5 TDI Highline AT,5.65,2016,"28,000.00",Diesel,Automatic,22.15,1498,108.6,5
11537,Honda City 1.5 V AT,3.75,2011,"40,833.00",Petrol,Automatic,16.8,1497,118,5
11538,Audi Q5 2.0 TDI Technology,17.5,2013,"45,000.00",Diesel,Automatic,14.16,1968,174.3,5
11539,Renault Duster 110PS Diesel RXZ Optional with Nav,4,2013,"70,000.00",Diesel,Manual,19.01,1461,108.45,5
11540,Mahindra Bolero 2011-2019 SLX 2WD BSIII,7.8,2018,"22,000.00",Diesel,Manual,15.96,2523,62.1,7
11541,Hyundai Santro Xing GLS,2.4,2013,"40,000.00",Petrol,Manual,17.92,1086,62.1,5
11542,Mahindra Scorpio 2009-2014 SLE 7S BSIV,3.99,2010,"49,000.00",Diesel,Manual,12.05,2179,120,7
11543,Mahindra Bolero Power Plus ZLX,6.5,2016,"80,000.00",Diesel,Manual,16.5,1493,70,7
11544,Hyundai EON D Lite Plus,2.6,2013,"51,703.00",Petrol,Manual,21.1,814,55.2,5
11545,Hyundai Aent GLE,1.2,2007,"40,000.00",Petrol,Manual,13.2,1495,94,5
11546,Maruti Alto 800 LXI,2.7,2017,"18,000.00",Petrol,Manual,24.7,796,47.3,5
11547,Maruti Alto K10 VXI,3,2016,"30,000.00",Petrol,Manual,23.95,998,67.05,5
11548,Hyundai Creta 1.6 SX Option Diesel,15,2019,"40,000.00",Diesel,Manual,20.5,1582,126.2,5
11549,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.85,2017,"29,000.00",Petrol,Manual,18.9,1197,81.86,5
11550,Maruti Ciaz 1.4 Alpha,8.25,2019,"40,000.00",Petrol,Manual,20.73,1373,91.1,5
11551,Tata Indica Vista Aqua TDI BSIII,1.2,2009,"77,932.00",Diesel,Manual,17,1405,71,5
11552,Toyota Innova 2.5 Z Diesel 7 Seater,9.5,2015,950000,Diesel,Manual,12.99,2494,100.6,7
11553,Maruti Ritz LDi,1.75,2012,120000,Diesel,Manual,23.2,1248,73.94,5
11554,Maruti Vitara Brezza VDi Option,6.6,2016,"54,287.00",Diesel,Manual,24.3,1248,88.5,5
11555,Maruti Eeco CNG 5 Seater AC BSIV,4,2019,"40,000.00",CNG,Manual,21.94,1196,61.7,5
11556,Maruti Celerio VXI,4.1,2017,"19,000.00",Petrol,Manual,23.1,998,67.04,5
11557,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,19.5,2017,"30,000.00",Diesel,Manual,13.68,2393,147.8,7
11558,Hyundai i20 Magna 1.2,4.44,2015,"70,000.00",Petrol,Manual,18.6,1197,81.83,5
11559,Maruti Wagon R LXI CNG,3.2,2016,"68,000.00",CNG,Manual,26.2,998,58.2,5
11560,Maruti Ciaz 1.4 Zeta,7.8,2018,"10,000.00",Petrol,Manual,20.73,1373,91.1,5
11561,Hyundai Verna SX Opt,8.16,2020,"5,000.00",Petrol,Manual,17.7,1497,113.42,5
11562,Mercedes-Benz E-Class E250 CDI Avantgarde,27.9,2016,"36,000.00",Diesel,Automatic,13,2143,204,5
11563,Maruti Swift Dzire VXI,4.5,2015,"50,000.00",Petrol,Manual,20.85,1197,83.14,5
11564,Kia Seltos HTK Plus G,11.49,2019,"6,076.00",Petrol,Manual,16.8,1497,113.4,5
11565,Honda City i-DTEC V,10.5,2019,"15,000.00",Diesel,Manual,25.6,1498,97.9,5
11566,Ford Ecosport 1.5 DV5 MT Ambiente,4.75,2014,"80,900.00",Diesel,Manual,22.7,1498,89.84,5
11567,Toyota Innova 2.5 G (Diesel) 7 Seater,9.25,2014,"15,000.00",Diesel,Manual,12.99,2494,100.6,7
11568,Tata Hexa XM Plus,15.25,2019,"40,000.00",Diesel,Manual,17.6,2179,153.86,7
11569,Maruti Estilo LXI,1.7,2010,"60,000.00",Petrol,Manual,19.5,1061,null ,null
11570,Tata Tiago 1.2 Revotron XE,3.75,2016,"29,035.00",Petrol,Manual,23.84,1199,84,5
11571,Tata Safari Storme VX,6.5,2015,150000,Diesel,Manual,14.1,2179,148,7
11572,Maruti Baleno Delta,5.7,2018,"20,000.00",Petrol,Manual,21.01,1197,81.8,5
11573,Tata Safari 2005-2017 4X4 EX,1.95,2010,"61,000.00",Diesel,Manual,13.93,2179,138,7
11574,Toyota Fortuner 4x2 MT TRD Sportivo,12.99,2012,"97,000.00",Diesel,Manual,13,2982,168.7,7
11575,Maruti Alto 800 LXI,2.85,2015,"49,163.00",Petrol,Manual,22.74,796,47.3,5
11576,Tata Nexon 1.5 Revotorq XZ Plus,9,2018,"21,000.00",Diesel,Manual,21.5,1497,108.5,5
11577,Honda WR-V i-VTEC S,7.75,2019,"13,500.00",Petrol,Manual,17.5,1199,88.7,5
11578,Mahindra Bolero Power Plus Plus AC BSIV PS,8,2020,"2,500.00",Diesel,Manual,15.96,2523,63,9
11579,Maruti Alto LX,0.97,2008,"60,000.00",Petrol,Manual,19.7,796,46.3,5
11580,Maruti Alto K10 VXI,3.2,2018,"10,000.00",Petrol,Manual,23.95,998,67.05,5
11581,Volkswagen Jetta 2.0L TDI Highline AT,10.5,2014,"90,000.00",Diesel,Automatic,16.96,1968,138.03,5
11582,Maruti Swift VXI 2018,5.15,2018,"40,000.00",Petrol,Manual,22,1197,81.8,5
11583,Volkswagen Polo 1.2 MPI Comfortline,4.2,2016,"19,000.00",Petrol,Manual,16.2,1199,74,5
11584,Nissan Micra Active XV,3.75,2017,"36,036.00",Petrol,Manual,19.69,1198,67.04,5
11585,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,9.5,2018,"30,000.00",Diesel,Manual,23,1498,98.96,5
11586,Volkswagen Polo Select 1.5 TDI Highline,4.35,2015,"28,500.00",Diesel,Manual,20.14,1498,88.7,5
11587,Maruti Baleno Delta 1.3,7.3,2018,"14,000.00",Diesel,Manual,27.39,1248,74,5
11588,Hyundai EON Sportz,3.6,2015,"36,000.00",Petrol,Manual,21.1,814,55.2,5
11589,Hyundai Verna 1.6 CRDi SX,5.49,2015,"34,105.00",Diesel,Manual,23.9,1582,126.2,5
11590,Maruti Wagon R LXI BSIII,2.35,2012,"60,000.00",Petrol,Manual,18.9,998,67.1,5
11591,Chevrolet Spark 1.0 PS,1,2010,"70,000.00",Petrol,Manual,16,995,63,5
11592,BMW 7 Series 730Ld Eminence,82,2018,"16,000.00",Diesel,Automatic,16.77,2993,261.49,5
11593,Datsun RediGO T Option,2.06,2017,"27,500.00",Petrol,Manual,22.7,799,53.64,5
11594,Datsun GO Plus T,2.9,2015,"36,000.00",Petrol,Manual,19.02,1198,67.05,7
11595,Maruti Wagon R VXI,0.65,2003,150000,Petrol,Manual,18.9,998,67.1,5
11596,Mahindra Scorpio VLX AT AIRBAG BSIV,6,2012,120000,Diesel,Automatic,11.79,2179,120,8
11597,Chevrolet Spark 1.0,0.85,2010,"50,000.00",Petrol,Manual,18,995,62,5
11598,Honda BRV i-VTEC VX MT,7,2016,"39,000.00",Petrol,Manual,15.4,1497,117.3,7
11599,Toyota Innova 2.5 G (Diesel) 8 Seater,8,2012,120000,Diesel,Manual,12.99,2494,100.6,8
11600,Hyundai Grand i10 Asta Option,3.93,2014,"32,000.00",Petrol,Manual,18.9,1197,82,5
11601,Volkswagen Polo 1.5 TDI Comfortline,4.5,2016,"9,700.00",Diesel,Manual,20.14,1498,88,5
11602,Toyota Innova 2.5 GX 7 STR BSIV,8.5,2012,165000,Diesel,Manual,12.8,2494,102,7
11603,Mahindra Alturas G4 4X4 AT BSIV,24,2018,"13,000.00",Diesel,Automatic,12.05,2157,178.49,7
11604,Toyota Innova 2.5 VX 8 STR,10,2013,"98,000.00",Diesel,Manual,12.8,2494,102,8
11605,Hyundai Xcent 1.2 VTVT S,4.5,2017,"26,000.00",Petrol,Manual,20.14,1197,81.86,5
11606,Maruti Wagon R VXI Plus Optional,4.15,2017,"3,192.00",Petrol,Manual,20.51,998,67.04,5
11607,Hyundai Verna VTVT 1.6 AT SX Option,12.5,2019,"15,000.00",Petrol,Automatic,17,1591,121.3,5
11608,Honda Jazz 1.2 V AT i VTEC,5.4,2016,"17,012.00",Petrol,Automatic,19,1199,88.7,5
11609,Hyundai Xcent 1.2 VTVT SX,6.5,2019,"5,000.00",Petrol,Manual,20.14,1197,81.86,5
11610,Maruti Swift Dzire VXI,3.19,2013,"60,000.00",Petrol,Manual,19.1,1197,85.8,5
11611,Hyundai i10 Sportz 1.1L,3.25,2014,"17,800.00",Petrol,Manual,19.81,1086,68.05,5
11612,Renault Duster 110PS Diesel RxZ,4,2012,"70,000.00",Diesel,Manual,19.01,1461,108.45,5
11613,Honda Jazz 1.2 SV i VTEC,6.35,2017,"26,000.00",Petrol,Manual,18.7,1199,88.7,5
11614,Nissan Terrano XL Plus 85 PS,7,2015,"40,000.00",Diesel,Manual,20.45,1461,83.8,5
11615,Renault KWID RXT,2.25,2016,"30,000.00",Petrol,Manual,25.17,799,53.3,5
11616,Honda Jazz 1.5 SV i DTEC,5,2016,100000,Diesel,Manual,27.3,1498,98.6,5
11617,Honda Jazz 1.5 V i DTEC,7.25,2016,"16,000.00",Diesel,Manual,27.3,1498,98.6,5
11618,Volkswagen Polo 1.2 MPI Trendline,2.9,2014,"85,000.00",Petrol,Manual,16.47,1198,74,5
11619,Tata Indigo GLE BS-III,1,2009,"40,000.00",Petrol,Manual,15.4,1193,65,5
11620,Maruti Celerio VXI,3.19,2014,"43,500.00",Petrol,Manual,23.1,998,67.04,5
11621,Chevrolet Tavera B1-7 seats BSII,3,2009,"90,000.00",Diesel,Manual,14.8,2499,80,7
11622,Maruti Swift VXI,6.25,2020,"1,332.00",Petrol,Manual,21.21,1197,81.8,5
11623,Maruti Swift VDI,4.75,2013,"55,204.00",Diesel,Manual,22.9,1248,74,5
11624,Hyundai i20 1.4 CRDi Sportz,3.5,2011,"50,000.00",Diesel,Manual,23,1396,90,5
11625,Hyundai Verna CRDi 1.4 EX,10,2019,"24,500.00",Diesel,Manual,24,1396,88.76,5
11626,Toyota Platinum Etios 1.5 V,5.9,2018,"10,261.00",Petrol,Manual,16.78,1496,88.73,5
11627,Honda Amaze S i-DTEC,5,2016,"48,649.00",Diesel,Manual,25.8,1498,98.6,5
11628,Maruti Wagon R LXI Optional,4.2,2019,"15,000.00",Petrol,Manual,20.51,998,67.04,5
11629,Chevrolet Beat LT,2.45,2016,"71,523.00",Petrol,Manual,18.6,1199,76.8,5
11630,Mahindra XUV500 W8 AWD,8.5,2013,"40,000.00",Diesel,Manual,15.1,2179,140,7
11631,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9,2019,"40,000.00",Diesel,Manual,21.5,1497,108.5,5
11632,Maruti 800 AC BSII,1,2005,"45,610.00",Petrol,Manual,16.1,796,37,4
11633,Maruti Alto K10 2010-2014 VXI,2.1,2012,"11,500.00",Petrol,Manual,20.92,998,67.1,5
11634,Hyundai Getz 1.1 GLE,0.9,2008,"40,000.00",Petrol,Manual,15,1086,66.6,5
11635,Mahindra XUV500 AT W10 FWD,10.3,2016,"70,000.00",Diesel,Automatic,16,2179,140,7
11636,Hyundai EON 1.0 Kappa Magna Plus,2.7,2016,"21,900.00",Petrol,Manual,20.3,998,68.05,5
11637,Maruti Eeco 7 Seater Standard BSIV,1.75,2012,"56,000.00",Petrol,Manual,15.37,1196,73,7
11638,Mahindra Xylo D4 BSIV,5.25,2013,"53,860.00",Diesel,Manual,14,2498,112,8
11639,Maruti Swift VDI BSIV,4.25,2015,"70,000.00",Diesel,Manual,25.2,1248,74,5
11640,Ford Figo 1.2P Titanium MT,5,2016,"35,000.00",Petrol,Manual,18.16,1196,86.8,5
11641,Mahindra XUV500 AT W10 FWD,12.5,2017,"60,000.00",Diesel,Automatic,16,2179,140,7
11642,Maruti Ciaz VDi Plus SHVS,4.75,2015,"65,000.00",Diesel,Manual,28.09,1248,88.5,5
11643,Maruti Swift Dzire Tour 2012-2018 LDI,5.5,2018,140000,Diesel,Manual,23.4,1248,74,5
11644,Mahindra Quanto C6,3,2013,"80,000.00",Diesel,Manual,17.21,1493,100,7
11645,Renault KWID Climber 1.0 AMT Opt BSIV,4.9,2019,"7,000.00",Petrol,Automatic,24.04,999,67,5
11646,Jaguar XF 2.2 Litre Luxury,21,2014,"19,000.00",Diesel,Automatic,16.36,2179,187.7,5
11647,Tata Zest Revotron 1.2T XMS,3,2017,"70,000.00",Petrol,Manual,17.57,1193,88.7,5
11648,Honda City 1.3 EXI,1.25,2005,"90,000.00",Petrol,Manual,13,1343,90,5
11649,Maruti Swift Vdi BSIII,1.2,2007,"70,000.00",Diesel,Manual,17.8,1248,75,5
11650,Hyundai Grand i10 Sportz,4.1,2016,"34,000.00",Petrol,Manual,18.9,1197,82,5
11651,Tata Safari Storme EX,11,2018,"60,000.00",Diesel,Manual,14.1,2179,147.94,7
11652,Hyundai Santro Xing GL,1.3,2009,"53,000.00",Petrol,Manual,0,1086,62,5
11653,Honda Brio S MT,3,2014,"59,060.00",Petrol,Manual,19.4,1198,86.8,5
11654,Volkswagen Vento 1.5 TDI Highline,4.49,2016,"29,432.00",Diesel,Manual,22.27,1498,108.6,5
11655,Honda Jazz VX,4.99,2016,"49,000.00",Petrol,Manual,16.6,1199,88.51,5
11656,Maruti Ritz VDi,1.8,2010,120000,Diesel,Manual,21.1,1248,73.9,5
11657,Maruti Swift Dzire AMT VXI,6.8,2018,"15,000.00",Petrol,Automatic,21.21,1197,81.8,5
11658,Hyundai Verna CRDi SX,1.2,2007,120000,Diesel,Manual,16.8,1493,110,5
